semg_rms,semg_std,semg_max,angle_mean,angle_std,angle_range,amg_rms,amg_std
133.96799,133.96799,2458.458,66.99117,32.202755,87.63297,20.435614,20.435612
122.998116,122.99811,1963.5944,66.72196,32.41725,88.90037,19.382229,19.382227
114.155106,114.155106,1882.9016,66.5247,33.491127,88.53164,23.333426,23.333422
99.75183,99.75182,1915.9583,65.5493,33.714737,93.884895,20.040573,20.040573
138.38406,138.38406,1953.9603,67.1599,31.650913,92.39058,19.75235,19.752348
126.21076,126.21076,1836.3167,67.19266,32.443027,93.31142,19.4048,19.404802
118.464966,118.46496,1759.3987,65.993164,34.17877,91.34079,21.765013,21.76501
183.28418,183.28416,2111.2952,62.75967,31.883238,95.16843,19.374037,19.374035
171.25089,171.25089,1885.3674,61.768166,31.230095,94.64669,17.644737,17.644737
172.59956,172.59956,2069.9316,61.859474,31.866047,98.143616,18.720814,18.720814
164.96155,164.96155,2121.058,61.825745,31.116663,95.41813,18.067865,18.067863
104.248535,104.248535,1982.4144,60.63049,34.798016,119.08256,90.22323,90.22323
113.8522,113.8522,3062.923,60.33189,34.350742,114.18581,94.47493,94.47493
118.17495,118.17495,2479.0686,60.343647,33.798782,114.872765,88.6911,88.69111
105.982216,105.982216,2102.596,60.254105,34.35721,116.0025,85.30641,85.30641
